o75410	53.5
q8tat6	11.75
q9gzt9	8.5
o95359	6.0
q9npa0	6.25
q15904	5.75
p10644	5.0
o43402	4.25
q5t8d3	4.25
q96gf1	4.0
q9nyp9	3.5
q9ufg5	3.25
q14139	3.0
q92551	3.0
q6pl24	2.5
p61009	2.5
q00765	2.0
q9bwl3	2.0
q5jpe7	38.5
q15084	33.0
q9nyu1	32.5
v9hw95	32.0
q70uq0	15.0
q8nbs9	24.0
a0a384me54	20.0
q13217	19.5
q5vsq6	19.0
q8tas6	18.5
q8nbj5	17.0
q8ixb1	15.0
q96pc5	15.0
q9ug85	15.0
q9hcn8	14.0
q6nzy4	13.5
q7z4h8	13.5
q6uw63	12.5
q12797	12.0
q96he7	12.0
q9bws9	11.5
q14696	11.0
q58f09	11.0
q96ay3	10.5
q32p28	10.0
q9ubv2	10.0
o75477	9.0
q02818	9.0
a0a384npl4	8.5
q6p179	8.5
q9hdc9	8.5
q14554	8.0
o00469	7.5
p49755	7.5
q14165	7.5
q6nvy8	7.5
q9brk5	7.5
q9y2b0	7.0
v9hw63	7.0
q05707	6.5
q9bt09	6.5
o60613	6.0
q4g148	6.0
q5vvf5	6.0
q96ae7	6.0
q96s52	6.0
q9umx5	6.0
o96005	5.25
p55145	5.5
q16880	5.75
q969n2	6.0
q9p2k2	5.5
q9unw1	5.5
q9h173	5.0
q9uhg3	5.0
q86yb8	4.5
q8wy22	6.0
q9btv4	4.5
q6fht8	4.0
q6n084	4.0
q6y288	4.0
q8nbj7	4.0
q92643	4.25
q9h6e4	4.0
q9y2d2	4.0
q08380	3.5
q12907	3.5
q53xj5	3.5
q8nbm8	3.5
o15460	3.0
o60512	3.0
q13438	3.0
q8iwf2	3.0
p08236	2.5
p12109	2.5
p67812	2.5
q8ivl6	2.5
q969s0	2.5
q9bs26	2.5
q9h488	2.5
q9nz08	2.5
v9hw41	2.5
o75844	5.75
p35556	2.0
q6zpd9	2.0
q9nrk6	2.0
q9y2g8	46.5
p0dmv9	26.5
o76024	23.0
q59h91	19.5
q9h490	19.0
q99758	17.0
q96gq5	16.5
b3ku55	13.5
q7l1w4	12.0
p36578	11.0
q9nw15	10.0
q6zwt7	9.0
q9nv66	8.5
q8n2k0	8.0
q5u5u6	7.5
q9h6u8	7.0
q9nrc1	6.5
o14683	6.0
p60709	6.0
q14728	6.0
q86xx4	6.0
q9h1x3	6.0
q9ulg6	6.0
o95070	5.5
q92504	5.5
o95864	5.0
q8wvp7	5.0
q99442	5.0
q9h6h4	5.0
q6iax2	4.5
q8teq8	4.5
q92521	4.5
q9nxw2	4.5
o00478	4.0
p00387	4.0
q2pzi1	4.0
q6p1m0	4.0
q7z7b1	4.0
q96aq6	4.0
o00767	3.5
p00167	3.5
p27544	3.5
q6iax1	3.5
q8n0u8	3.5
q8n5m9	3.5
q96aa3	3.5
q9nv64	3.5
a6ngc4	3.0
o60725	3.0
p62807	3.0
q86tm6	3.0
q86uc8	3.0
q86wv6	3.0
q9h330	3.0
q9nx61	3.0
q15011	2.5
q8ncs4	2.5
q9bqe5	2.5
q9ubs9	2.5
p49448	2.0
q15125	2.0
q6zmg9	2.0
q8tbm8	2.0
q8td43	2.0
q96gz6	2.0
q9bvx2	2.0
