v9hwe1	506.6666666666667
p15924	229.66666666666666
p08727	137.0
q15149	26.5
q71rb4	19.0
p27708	27.0
q9h6u9	12.5
q9y4k1	13.25
a5ykk6	17.25
q49a88	10.666666666666666
q6ips5	6.5
q8n4c6	7.166666666666667
q68cz6	6.0
q9uhi6	5.25
o75688	4.0
q96hs1	4.0
q99871	3.5
q8n1i0	4.75
q9nvx0	8.75
q6zwj1	4.25
q9h6d7	3.3333333333333335
q68cz1	5.0
q86ts1	2.5
p23508	2.0
q14671	2.25
q8wum5	2.0
q9nyj8	2.0
q9upq7	3.0
p05783	295.5
q8iwz3	38.5
q9upq9	31.25
q6p2h3	16.0
q8iy63	17.5
q9upv0	7.5
o15061	4.25
o95995	5.0
q12934	5.0
o15085	2.5
q8nfz5	2.5
q9p1z2	2.5
q9ull1	2.25
q86tb9	2.0
q8td31	2.0
p04264	189.0
q13501	16.0
q9nra8	15.5
q9y3f4	14.0
q9uka4	12.5
q9p2d0	11.5
q86x02	8.5
v9hw98	8.5
q15025	8.0
q9npi6	8.0
q7z739	7.0
q96p70	6.0
q8izd4	5.5
q8n516	5.5
q8nb46	5.0
q9c0b0	5.0
q6yhu6	4.5
q8nd24	4.5
q9hbd1	4.5
o75153	4.0
q14161	4.0
q15393	4.0
q9nuq3	4.0
o75122	3.5
p17980	3.5
p42694	3.5
q01850	3.5
q96f24	3.5
q96q15	3.5
p61962	3.0
q53ga5	3.0
q9h0w8	3.0
q9hcj0	3.0
q9y4b5	3.0
o75170	2.5
o60343	2.0
p47755	2.0
p53804	2.0
q96cj7	2.0
q9y285	2.0
